id,title,release_date,genres,original_language,overview,popularity,vote_count,vote_average
18573,House of Wax,1953-04-16,"Horror, Crime",en,"A New York sculptor who opens a wax museum to showcase the likenesses of famous historical figures runs into trouble with his business partner, who demands that the exhibits become more extreme in order to increase profits.",19.351,306,6.935
9952,Rescue Dawn,2006-09-09,"Adventure, Drama, War",en,A US Fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,32.128,1189,6.935
6968,The Baader Meinhof Complex,2008-09-25,"Action, Crime, Drama, History, Thriller",de,"'Der Baader Meinhof Komplex' depicts the political turmoil in the period from 1967 to the bloody ""Deutschen Herbst"" in 1977. The movie approaches the events based on Stefan Aust's standard work on the Rote Armee Fraktion (RAF). The story centers on the leadership of the self named anti-fascist resistance to state violence: Andreas Baader, Ulrike Meinhof and Gudrun Ensslin.",19.415,549,6.935
422803,A Shaun the Sheep Movie: Farmageddon,2019-09-26,"Family, Animation, Adventure, Comedy",en,"When an alien with amazing powers crash-lands near Mossy Bottom Farm, Shaun the Sheep goes on a mission to shepherd the intergalactic visitor home before a sinister organization can capture her.",21.624,485,6.934
116440,"Maggie Simpson in ""The Longest Daycare""",2012-07-12,"Animation, Drama, Family",en,"Maggie must navigate an eventful first day in daycare. At the Ayn Rand School for Tots, Maggie is diagnosed with average intelligence. Barred from the gifted children, she longs to escape from her glue-guzzling classmates. But when a lonely caterpillar befriends her, she makes it her mission to save it from a ruthless butterfly smashing toddler.",17.623,348,6.934
103269,Superman vs. The Elite,2012-06-12,"Science Fiction, Animation, Action",en,The Man of Steel finds himself outshone by a new team of ruthless superheroes who hold his idealism in contempt.,20.261,372,6.934
495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020-02-05,"Action, Crime",en,"Harley Quinn joins forces with a singer, an assassin and a police detective to help a young girl who had a hit placed on her after she stole a rare diamond from a crime lord.",63.063,9957,6.933
9434,Grosse Pointe Blank,1997-04-11,"Action, Comedy, Thriller, Romance",en,"Martin Blank is a hitman for hire. When he starts to develop a conscience, he botches a couple of routine jobs. On the advice of his secretary and his psychiatrist, he decides to attend his ten-year high school reunion in Grosse Pointe, Michigan.",24.452,852,6.933
9430,Go,1999-04-09,"Crime, Comedy, Thriller",en,"Grocery store clerk Simon occasionally sells drugs from his cash register at work, so when soap opera actors Adam and Zack come looking for Ecstasy on a quiet Christmas Eve, they are surprised to find Ronna covering his shift. Desperate for money, Ronna decides to become an impromptu drug dealer, unaware that Adam and Zack are secretly working for obsessed narcotics officer Burke.",39.179,657,6.933
369883,Middle School: The Worst Years of My Life,2016-10-07,"Family, Comedy",en,A quiet teenage artist Rafe Katchadorian has a wild imagination and is sick of middle school and the rules that have been put before him. Rafe and his best friend Leo have come up with a plan: break every rule in the school hand book and as you expect trouble follows.,19.026,397,6.9
361292,Suspiria,2018-10-26,"Horror, Mystery, Drama",en,"Young American dancer Susie Bannion arrives in 1970s Berlin to audition for the world-renowned Helena Markos Dance Company. When she vaults to the role of lead dancer, the woman she replaces breaks down and accuses the company's female directors of witchcraft. Meanwhile, an inquisitive psychotherapist and a member of the troupe uncover dark and sinister secrets as they probe the depths of the studio's hidden underground chambers.",75.763,2388,6.932
13675,Frosty the Snowman,1969-12-07,"Family, Animation, TV Movie",en,"A discarded silk top-hat becomes the focus of a struggle between a washed-up stage magician and a group of schoolchildren, after it magically brings a snowman to life. Realizing that newly-living Frosty will melt in spring unless he takes refuge in a colder climate, Frosty and Karen, a young girl who he befriends, stow away on a freight train headed for the north pole. Little do they know that the magician is following them, and he wants his hat back!",19.32,315,6.932
617762,The Electrical Life of Louis Wain,2021-10-21,"Drama, History, Comedy",en,"The extraordinary true story of eccentric British artist Louis Wain, whose playful, sometimes even psychedelic pictures helped to transform the public's perception of cats forever.",20.905,421,6.931
8068,Desperado,1995-08-25,"Thriller, Action, Crime",en,"Mariachi plunges headfirst into the dark border underworld when he follows a trail of blood to the last of the infamous Mexican drug lords, Bucho, for an action-packed, bullet-riddled showdown. With the help of his best friend and a beautiful bookstore owner, the Mariachi tracks Bucho, takes on his army of desperados, and leaves a trail of blood of his own.",49.843,2713,6.9
660942,The Innocents,2021-09-03,"Horror, Drama, Fantasy",no,"Four children become friends during the summer holidays, and out of sight of the adults they discover they have hidden powers. While exploring their newfound abilities in the nearby forests and playgrounds, their innocent play takes a dark turn and strange things begin to happen.",32.053,534,6.93
425134,How to Be a Latin Lover,2017-03-06,Comedy,en,An aging Latin lover gets dumped by his sugar mama and must fend for himself in a harsh world.,30.279,597,6.9
204668,Belle and Sebastian,2013-12-18,Adventure,fr,"Belle and Sebastian is set high in the snowy Alps during the Second World War. The resourceful Sebastian is a lonely boy who tames and befriends a giant, wild mountain dog, Belle – even though the villagers believe her to be ‘the beast’ that has been killing their sheep.",17.293,629,6.9
70667,Kon-Tiki,2012-08-24,"Adventure, History",no,"The true story about legendary explorer Thor Heyerdahl and his epic crossing of the Pacific on a balsa wood raft in 1947, in an effort to prove it was possible for South Americans to settle in Polynesia in pre-Columbian times.",15.793,714,6.93
16281,Creepshow,1982-11-10,"Horror, Comedy",en,"Five tales in the style of classic '50s horror comics, involving a murdered man emerging from the grave, a meteor's ooze that makes everything grow, a snack for a crated creature, a scheming husband, and a malevolent millionaire with an insect phobia.",283.061,956,6.93
1999,In the Bedroom,2001-11-23,"Drama, Thriller",en,"Summertime on the coast of Maine, ""In the Bedroom"" centers on the inner dynamics of a family in transition. Matt Fowler is a doctor practicing in his native Maine and is married to New York born Ruth Fowler, a music teacher. His son is involved in a love affair with a local single mother. As the beauty of Maine's brief and fleeting summer comes to an end, these characters find themselves in the midst of unimaginable tragedy.",19.992,327,6.93
534259,Blinded by the Light,2019-08-09,"Drama, Comedy",en,"In 1987, during the austere days of Thatcher’s Britain, a teenager learns to live life, understand his family, and find his own voice through the music of Bruce Springsteen.",16.034,555,6.9
397538,Borg vs McEnroe,2017-09-08,"Drama, History",sv,"The Swedish Björn Borg and the American John McEnroe, the best tennis players in the world, maintain a legendary duel during the 1980 Wimbledon tournament.",14.757,1102,6.928
347031,Swiss Army Man,2016-06-24,"Comedy, Drama, Romance, Fantasy, Adventure",en,"Alone on a tiny deserted island, Hank has given up all hope of ever making it home again. But one day everything changes when a dead body washes ashore, and he soon realizes it may be his last opportunity to escape certain death. Armed with his new “friend” and an unusual bag of tricks, the duo go on an epic adventure to bring Hank back to the woman of his dreams.",20.862,3381,6.9
31900,Gainsbourg: A Heroic Life,2010-01-20,Drama,fr,"A glimpse at the life of French singer Serge Gainsbourg, from growing up in 1940s Nazi-occupied Paris through his successful song-writing years in the 1960s to his death in 1991 at the age of 62.",10.639,318,6.9
10644,The Unbearable Lightness of Being,1988-02-05,"Drama, Romance",en,"Successful surgeon Tomas leaves Prague for an operation, meets a young photographer named Tereza, and brings her back with him. Tereza is surprised to learn that Tomas is already having an affair with the bohemian Sabina, but when the Soviet invasion occurs, all three flee to Switzerland. Sabina begins an affair, Tom continues womanizing, and Tereza, disgusted, returns to Czechoslovakia. Realizing his mistake, Tomas decides to chase after her.",25.479,425,6.9
8390,"Definitely, Maybe",2008-02-08,"Comedy, Romance",en,"When Will decides to tell his daughter the story of how he met her mother, he discovers that a second look at the past might also give him a second chance at the future.",40.985,2303,6.928
175112,Tinker Bell and the Pirate Fairy,2014-02-13,"Animation, Family",en,"Zarina, a smart and ambitious dust-keeper fairy who’s captivated by Blue Pixie Dust and its endless possibilities, flees Pixie Hollow and joins forces with the scheming pirates of Skull Rock, who make her captain of their ship. Tinker Bell and her friends must embark on an epic adventure to find Zarina, and together they go sword-to-sword with the band of pirates led by a cabin boy named James, who’ll soon be known as Captain Hook himself.",61.638,953,6.927
68721,Iron Man 3,2013-04-18,"Action, Adventure, Science Fiction",en,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",203.939,21636,6.9
2253,Valkyrie,2008-12-25,"Drama, Thriller, War",en,"Wounded in Africa during World War II, Nazi Col. Claus von Stauffenberg returns to his native Germany and joins the Resistance in a daring plan to create a shadow government and assassinate Adolf Hitler. When events unfold so that he becomes a central player, he finds himself tasked with both leading the coup and personally killing the Führer.",90.249,3548,6.927
14637,Nothing But the Truth,2008-12-19,"Drama, Thriller",en,"When reporter Rachel Armstrong writes a story that reveals the identity of a covert CIA operative, the government demands that Rachel reveal her source. She defies the special prosecutor and is thrown in jail. Meanwhile, her attorney, Albert Burnside argues her case all the way to the U.S. Supreme Court.",19.279,458,6.926
13198,Wristcutters: A Love Story,2007-10-19,"Comedy, Drama, Fantasy, Romance",en,"Zia, distraught over breaking up with his girlfriend, decides to end it all. Unfortunately, he discovers that there is no real ending, only a run-down afterlife that is strikingly similar to his old one, just a bit worse. Discovering that his ex-girlfriend has also ""offed"" herself, he sets out on a road trip to find her.",17.147,517,6.926
11205,Wheels on Meals,1984-08-17,"Romance, Action, Comedy, Crime",cn,"Cousins Thomas and David, owners of a mobile restaurant, team up with their friend Moby, a bumbling private detective, to save the beautiful Sylvia, a pickpocket.",27.527,358,6.926
10530,Pocahontas,1995-06-14,"Adventure, Animation, Family, Romance",en,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.",85.524,5485,6.926
228108,The Road Within,2014-10-24,"Comedy, Drama",en,A young man with Tourette's Syndrome embarks on a road trip with his recently-deceased mother's ashes.,11.944,358,6.9
9929,Asterix and Cleopatra,1968-12-19,"Family, Animation, Adventure, Comedy",fr,"Popular animated hero Asterix and his faithful sidekick Obelix travel to ancient Egypt to help Cleopatra build a new summer home. Cleopatra and Julius Caesar have made a bet, with Caesar wagering the project cannot be completed in a few weeks time. With the help of a magic potion, Asterix comes to the rescue of the Queen of the Nile as Caesar and an angry architect plot against them.",19.062,897,6.9
4836,Layer Cake,2004-09-30,"Drama, Thriller, Crime",en,"When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin...",52.479,1971,6.923
931,Don't Look Now,1973-01-18,"Thriller, Drama, Horror",en,"While grieving a terrible loss, a married couple meet two mysterious sisters, one of whom gives them a message sent from the afterlife.",21.126,970,6.925
760336,Munich: The Edge of War,2022-01-06,"Drama, History",en,"At the tense 1938 Munich Conference, former friends who now work for opposing governments become reluctant spies racing to expose a Nazi secret.",15.759,536,6.924
590854,The Hater,2020-03-06,"Drama, Thriller",pl,A duplicitous young man finds success in the dark world of social media smear tactics — but his virtual vitriol soon has violent real-life consequences.,12.452,530,6.924
65215,Family Guy Presents: Stewie Griffin: The Untold Story,2005-07-23,"Action, Adventure, Animation, Comedy",en,"The major sub-plot circles around the youngest Griffin, Stewie, who has a near-death experience at a pool when a lifeguard chair falls on him, but he survives. After having a vision of being in Hell, he decides to change his ways, but this doesn't last long. While watching television, he and Brian spot a man that looks like Stewie. Brian is convinced that he is Stewie's real father, until Stewie learns that the man is actually himself as an adult, taking a vacation from his own time period. Baby Stewie visits thirty years later to discover that his adult self, going by the name Stu, is a single blue-collar middle-aged virgin working at a Circuit City-type store. Meanwhile, Peter and Lois are trying to teach their two older kids, Meg and Chris, to date. In the future, Chris, who hasn't changed much, is working as a cop and is married to a foul-mouthed hustler named Vanessa. Meg is now called Ron, since she had a sex-change after college.",18.137,369,6.924
60670,The Crimson Rivers,2000-09-27,"Crime, Mystery, Thriller",fr,"Two French policemen, one investigating a grisly murder at a remote mountain college, the other working on the desecration of a young girl's grave by skinheads, are brought together by the clues from their respective cases. Soon after they start working together, more murders are committed, and the pair begin to discover just what dark secrets are behind the killings.",22.465,1442,6.924
47854,Legend of the Fist: The Return of Chen Zhen,2010-09-01,"Drama, Action, History, Thriller",cn,"The Japanese forces occupy Shanghai and slowly start spreading terror in the city. Chen Zhen, who was presumed dead, returns to fight against the Japanese and put an end to their tyrannical rule.",19.234,341,6.9
24420,The Time Traveler's Wife,2009-08-14,"Drama, Romance, Fantasy",en,"Due to a genetic disorder, handsome librarian Henry DeTamble involuntarily zips through time, appearing at various moments in the life of his true love, the beautiful artist Clare Abshire.",26.833,2378,6.924
10228,Pokémon: The First Movie,1998-07-18,"Animation, Family, Adventure, Fantasy, Action",ja,"Determined to prove its superiority, a bio-engineered Pokémon called Mewtwo lures Ash, Pikachu and others into a Pokemon match like none before.",30.374,1382,6.924
9778,Serendipity,2001-10-05,"Comedy, Romance, Drama",en,"Although strangers Sara and Jonathan are both already in relationships, they realize they have genuine chemistry after a chance encounter – but part company soon after. Years later, they each yearn to reunite, despite being destined for the altar. But to give true love a chance, they have to find one another again.",48.091,1831,6.924
564,The Mummy,1999-04-16,"Adventure, Action, Fantasy",en,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,130.651,8700,6.924
5876,The Mist,2007-11-21,"Horror, Science Fiction, Thriller",en,"After a violent storm, a dense cloud of mist envelops a small Maine town, trapping artist David Drayton and his five-year-old son in a local grocery store with other people. They soon discover that the mist conceals deadly horrors that threaten their lives, and worse, their sanity.",188.831,4919,6.923
364,Batman Returns,1992-06-19,"Action, Fantasy",en,"While Batman deals with a deformed man calling himself the Penguin, an employee of a corrupt businessman transforms into the Catwoman.",98.342,6241,6.923
170657,Journey to the West: Conquering the Demons,2013-02-07,"Action, Fantasy, Adventure, Comedy",zh,"In a world plagued by demons who cause great human suffering, young demon hunter Tang Sanzang must fight against monstrous demons, as well as contend with a beautiful demon hunting woman on his path to enlightenment.",25.027,347,6.922
93456,Despicable Me 2,2013-06-26,"Animation, Comedy, Family",en,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,85.77,10862,6.922
11033,Dressed to Kill,1980-07-25,"Mystery, Thriller, Horror",en,"After witnessing a mysterious woman brutally slay a homemaker, prostitute Liz Blake finds herself trapped in a dangerous situation. While the police thinks she is the murderer, the real killer is intent on silencing her only witness.",52.731,860,6.922
741074,Once Upon a Snowman,2020-10-23,"Animation, Family, Comedy, Fantasy",en,"The previously untold origins of Olaf, the innocent and insightful, summer-loving snowman are revealed as we follow Olaf’s first steps as he comes to life and searches for his identity in the snowy mountains outside Arendelle.",24.412,514,6.9
484482,Sink or Swim,2018-10-24,"Drama, Comedy",fr,"40-year-old Bertrand has been suffering from depression for the last two years and is barely able to keep his head above water. Despite the medication he gulps down all day, every day, and his wife's encouragement, he is unable to find any meaning in his life. Curiously, he will end up finding this sense of purpose at the swimming pool, by joining an all-male synchronised swimming team.",17.393,1438,6.9
308084,Tangerine,2015-07-10,"Comedy, Drama",en,"It's Christmas Eve in Tinseltown and Sin-Dee is back on the block. Upon hearing that her pimp boyfriend hasn't been faithful during the 28 days she was locked up, the working girl and her best friend, Alexandra, embark on a mission to get to the bottom of the scandalous rumor. Their rip-roaring odyssey leads them through various subcultures of Los Angeles, including an Armenian family dealing with their own repercussions of infidelity.",13.079,629,6.923
84329,Robot & Frank,2012-08-16,"Science Fiction, Comedy, Drama, Crime",en,"Curmudgeonly old Frank lives by himself. His routine involves daily visits to his local library, where he has a twinkle in his eye for the librarian. His grown children are concerned about their father’s well-being and buy him a caretaker robot. Initially resistant to the idea, Frank soon appreciates the benefits of robotic support – like nutritious meals and a clean house – and eventually begins to treat his robot like a true companion. With his robot’s assistance, Frank’s passion for his old, unlawful profession is reignited, for better or worse.",16.5,1029,6.921
10236,The Way We Were,1973-10-17,"Drama, Romance",en,"Two desperate people have a wonderful romance, but their political views and convictions drive them apart.",19.182,432,6.9
10166,The Witches,1990-05-25,"Fantasy, Family, Horror",en,"A young boy named Luke and his grandmother go on vacation only to discover their hotel is hosting an international witch convention, where the Grand High Witch is unveiling her master plan to turn all children into mice. Will Luke fall victim to the witches' plot before he can stop them?",42.878,1195,6.921
892153,Tom and Jerry Cowboy Up!,2022-01-24,"Animation, Comedy, Family, Western",en,"This time, the rivals team up to help a cowgirl and her brother save their homestead from a greedy land-grabber, and they’re going to need some help! Jerry’s three precocious nephews are all ready for action, and Tom is rounding up a posse of prairie dogs. But can a ragtag band of varmints defeat a deceitful desperado determined to deceive a damsel in distress? No matter what happens with Tom and Jerry in the saddle, it’ll be a rootin’ tootin’ good time!",29.892,436,6.9
454652,Colette,2018-09-21,"Drama, History",en,"After marrying a successful Parisian writer known commonly as Willy, Sidonie-Gabrielle Colette is transplanted from her childhood home in rural France to the intellectual and artistic splendor of Paris. Soon after, Willy convinces Colette to ghostwrite for him. She pens a semi-autobiographical novel about a witty and brazen country girl named Claudine, sparking a bestseller and a cultural sensation. After its success, Colette and Willy become the talk of Paris and their adventures inspire additional Claudine novels.",42.277,873,6.9
400535,Sicario: Day of the Soldado,2018-06-27,"Action, Crime, Thriller",en,Agent Matt Graver teams up with operative Alejandro Gillick to prevent Mexican drug cartels from smuggling terrorists across the United States border.,88.675,3396,6.92
26466,Triangle,2009-10-16,Horror,en,"When Jess sets sail on a yacht with a group of friends, she cannot shake the feeling that there is something wrong.",54.117,2420,6.9
20077,The Batman vs. Dracula,2005-10-18,"Animation, Action, Fantasy, Mystery",en,"Gotham City is terrorized not only by recent escapees Joker and Penguin, but by the original creature of the night, Dracula! Can Batman stop the ruthless vampire before he turns everyone in the city, including The Caped Crusader, Joker and Penguin, into his mindless minions?",23.523,318,6.92
12244,9,2009-08-19,"Action, Adventure, Animation, Science Fiction, Thriller",en,"When 9 first comes to life, he finds himself in a post-apocalyptic world. All humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. Despite being the neophyte of the group, 9 convinces the others that hiding will do them no good.",81.141,3391,6.922
3432,Mr. Brooks,2007-06-01,"Crime, Thriller",en,A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.,33.797,1633,6.919
537055,Wonder Woman: Bloodlines,2019-10-04,"Science Fiction, Animation",en,"Witness the legendary origin of renowned Justice League member Wonder Woman as she fights for good with her sword and magic lasso. Equally strong in body, heart and will, she makes it her mission to help a troubled young girl enlisted by a deadly organization known as Villainy, Inc., whose criminal members have their sights set on invading Themyscira, Wonder Woman’s paradise home. The battle will be epic, because if there's one thing an Amazon knows, it’s war!",20.724,457,6.9
354859,The Promise,2016-12-02,"History, Romance, Drama",en,"Set during the last days of the Ottoman Empire, a love triangle develops between Mikael, a brilliant medical student, the beautiful and sophisticated artist Ana, and Chris, a renowned American journalist based in Paris.",17.598,450,6.918
157350,Divergent,2014-03-14,"Action, Adventure, Science Fiction",en,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",91.788,12467,6.918
113947,The Sessions,2012-05-02,"Drama, Romance, Comedy",en,"Though a childhood bout with polio left him dependent on an iron lung, Mark O'Brien maintains a career as a journalist and poet. A writing assignment dealing with sex and the disabled piques Mark's curiosity, and he decides to investigate the possibility of experiencing sex himself. When his overtures toward a caregiver scare her away, he books an appointment with sex surrogate Cheryl Cohen-Greene to lose his virginity.",57.429,525,6.918
17445,Green Lantern: First Flight,2009-07-28,"Action, Adventure, Animation, Fantasy, Science Fiction, TV Movie",en,"Test pilot Hal Jordan finds himself recruited as the newest member of the intergalactic police force, The Green Lantern Corps.",14.521,415,6.9
16938,Black Christmas,1974-10-11,"Horror, Mystery, Thriller",en,"As the residents of sorority house Pi Kappa Sigma prepare for the festive season, a stranger begins a series of obscene phone calls with dubious intentions...",36.234,740,6.918
1832,Dogma,1999-11-12,"Fantasy, Comedy, Adventure",en,"The latest battle in the eternal war between Good and Evil has come to New Jersey in the late, late 20th Century. Angels, demons, apostles and prophets (of a sort) walk among the cynics and innocents of America and duke it out for the fate of humankind.",26.895,2395,6.918
1553,The Beat That My Heart Skipped,2005-03-16,"Music, Drama, Crime",fr,"Like his father, Tom is a real estate agent who makes his money from dirty, and sometimes brutal, deals. But a chance encounter prompts him to take up the piano and become a concert pianist. He auditions with the help of a beautiful, young virtuoso pianist who cannot speak French - music is their only exchange. But pressures from the ugly world of his day job soon become more than he can handle.",12.032,411,6.9
33196,Tidal Wave,2009-07-22,"Action, Drama, Thriller",ko,"On Haeundae Beach, a guilt-ridden fisherman takes care of a woman whose father accidentally got killed. A scientist reunites with his ex-wife and a daughter who doesn't even remember his face. And a poor rescue worker falls in love with a rich city girl. When they all find out a gigantic tsunami will hit the beach, they realize they only have 10 minutes to escape.",23.679,433,6.917
11561,Sleeper,1973-12-17,"Comedy, Science Fiction",en,"Miles Monroe, a clarinet-playing health food store proprietor, is revived out of cryostasis 200 years into a future world in order to help rebels fight an oppressive government regime.",22.959,736,6.917
2322,Sneakers,1992-09-09,"Comedy, Crime, Drama",en,"When shadowy U.S. intelligence agents blackmail a reformed computer hacker and his eccentric team of security experts into stealing a code-breaking 'black box' from a Soviet-funded genius, they uncover a bigger conspiracy. Now, he and his 'sneakers' must save themselves and the world economy by retrieving the box from their blackmailers.",89.455,858,6.917
384680,Hostiles,2017-12-22,"Western, Drama, History",en,A legendary Native American-hating Army captain nearing retirement in 1892 is given one last assignment: to escort a Cheyenne chief and his family through dangerous territory back to his Montana reservation.,60.159,2194,6.916
323372,The Corpse of Anna Fritz,2015-03-15,"Drama, Thriller",es,"Anna Fritz is a beautiful and famous actress. Suddenly her body is found in a hotel and the news of her death goes around the planet. The young, shy caretaker Pau works at the hospital where they carried the body of Anna Fritz. He and his friends  decide to take pictures of the body of Anna Fritz.  They decide they could make love to her and nobody would know. They are in front of Anna Fritz ... and can do with it what  they want.",32.165,520,6.916
35854,Flash Point,2007-07-26,Action,cn,"Detective Sergeant Ma Jun, known for dispensing his own brand of justice during arrests, teams up with an undercover cop, Wilson, to try and bring down three merciless Vietnamese brothers running a smuggling ring in the months before mainland China's takeover of Hong Kong. Jun pursues the gang tirelessly, sometimes ignoring police protocols. A showdown is inevitable!",19.949,305,6.916
1951,Manderlay,2005-06-03,Drama,da,"In 1933, after leaving Dogville, Grace Margaret Mulligan sees a slave being punished at a cotton farm called Manderlay. Officially, slavery is illegal and Grace stands up against the farmers. She stays with some gangsters in Manderlay and tries to influence the situation. But when harvest time comes, Grace sees the social and economic reality of Manderlay.",35.553,322,6.9
58522,Boris: The Film,2011-04-01,Comedy,it,A director and his crew attempt to make the transition from the small to the big screen.,7.989,586,6.9
6418,Hotel Chevalier,2007-10-26,"Drama, Romance",en,"In a Paris hotel room, Jack Whitman lies on a bed. His phone rings; it's a woman on her way to see him, a surprise. She arrives and the complications of their relationship emerge in bits and pieces. Will they make love? Is their relationship over? (A prequel to The Darjeeling Limited, 2007.)",11.472,817,6.915
699102,A Week Away,2021-03-26,"Drama, Music, Romance, Comedy",en,"Troubled teen Will Hawkins has a run-in with the law that puts him at an important crossroad: go to juvenile detention or attend a Christian summer camp. At first a fish-out-of-water, Will opens his heart, discovers love with a camp regular, and sense of belonging in the last place he expected to find it.",16.121,366,6.9
426865,UFO,2018-09-04,"Science Fiction, Action, Thriller",en,"A college student, who sees a UFO, uses his exceptional math skills to investigate the sighting with his friends while the FBI follows closely behind.",47.571,419,6.914
25196,Crazy Heart,2009-12-16,"Drama, Music, Romance",en,"When reporter Jean Craddock interviews Bad Blake—an alcoholic, seen-better-days country music legend—they connect, and the hard-living crooner sees a possible saving grace in a life with Jean and her young son.",24.08,1000,6.9
9692,The Woodsman,2004-12-24,"Drama, Crime",en,"After twelve years in prison, Walter returns home. His family has abandoned him, save for his brother-in-law. Few know he's a sex offender and pedophile. Walter finds an apartment and is regularly visited by his parole officer. He gets a job at a lumber mill and starts seeing a coworker. Then his new world begins to unravel; as his past becomes known, he strikes up a high-risk friendship with a young girl and realizes that a man loitering near a schoolyard is a child molester prowling for his next victim.",17.43,453,6.914
718633,Bruised,2020-09-12,Drama,en,"Jackie Justice is a mixed martial arts fighter who leaves the sport in disgrace. Down on her luck and simmering with rage and regret years after the fight, she's coaxed into a brutal underground fight by her manager and boyfriend Desi and grabs the attention of a fight league promoter who promises Jackie a life back in the Octagon. But the road to redemption becomes unexpectedly personal when Manny - the son she gave up as an infant - shows up at her doorstep. A triumphant story of a fighter who reclaims her power, in and out of the ring, when everyone has counted her out",12.458,424,6.9
423899,Victoria & Abdul,2017-09-13,"Drama, History",en,Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.,40.795,1126,6.9
203819,Tracks,2013-12-19,"Adventure, Drama",en,"Accompanied only by her faithful dog and four camels, an Australian satisfies her craving for solitude by embarking on a solo trip across the desert from Alice Springs to the Indian Ocean.",1.32,497,6.918
192141,No Escape,2015-08-26,"Thriller, Action",en,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",60.154,2432,6.913
14030,"Hello, Dolly!",1969-12-12,"Music, Comedy, Romance",en,"Dolly Levi is a strong-willed matchmaker who travels to Yonkers, New York in order to see the miserly ""well-known unmarried half-a-millionaire"" Horace Vandergelder. In doing so, she convinces his niece, his niece's intended, and Horace's two clerks to travel to New York City.",30.094,339,6.913
11916,Two Mules for Sister Sara,1970-03-02,Western,en,"When a wandering mercenary named Hogan rescues a nun called Sister Sara from the unwanted attentions of a band of rogues on the Mexican plains, he has no idea what he has let himself in for. Their chance encounter results in the blowing up of a train and a French garrison, as well as igniting a spark between them that survives a shocking discovery.",25.71,534,6.9
11156,Coco Before Chanel,2009-04-22,"Drama, History",fr,"Several years after leaving the orphanage, to which her father never returned for her, Gabrielle Chanel finds herself working in a provincial bar. She's both a seamstress for the performers and a singer, earning the nickname Coco from the song she sings nightly with her sister. A liaison with Baron Balsan gives her an entree into French society and a chance to develop her gift for designing.",22.624,898,6.9
308266,War Dogs,2016-08-18,"Comedy, Crime, Drama",en,"Based on the true story of two young men, David Packouz and Efraim Diveroli, who won a $300 million contract from the Pentagon to arm America's allies in Afghanistan.",79.988,4704,6.9
85446,Step Up Revolution,2012-07-26,"Music, Drama, Romance",en,"Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",29.467,1990,6.915
10858,Nixon,1995-12-22,"Drama, History",en,A look at President Richard M. Nixon—a man carrying the fate of the world on his shoulders while battling the self-destructive demands from within—spanning his troubled boyhood in California to the shocking Watergate scandal that would end his Presidency.,51.767,339,6.912
852438,Final Cut,2022-05-18,"Horror, Comedy",fr,Things go badly for a small film crew shooting a low-budget zombie movie when they are attacked by real zombies.,30.553,369,6.911
19204,The Beyond,1981-04-29,Horror,it,"A young woman inherits an old hotel in Louisiana where, following a series of supernatural ""accidents"", she learns that the building was built over one of the entrances to Hell.",18.923,541,6.9
10776,Little Shop of Horrors,1986-12-19,"Horror, Comedy",en,"Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day Seymour finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.",30.449,1366,6.9
2289,Cold Mountain,2003-12-24,"Drama, War, History, Adventure, Romance",en,"In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor.",32.564,1687,6.911
1535,Spy Game,2001-11-18,"Action, Crime, Thriller",en,"On the day of his retirement, a veteran CIA agent learns that his former protégé has been arrested in China, is sentenced to die the next morning in Beijing, and that the CIA is considering letting that happen to avoid an international scandal.",47.669,1983,6.911
